PIDN,Ca,P,pH,SOC,Sand
RcKBKh6B,-0.559087721,0.071749367,-0.147707168,-0.344663613,0.97956532
ReM5kDa5,-0.152850535,0.113052827,0.488861914,-0.030686787,-1.213586147
RfntsotG,-0.644908896,-0.058162376,-0.154776278,-0.580157526,0.772002291
RiXMlzXD,-0.508336512,-0.061163057,-0.025758443,-0.50983597,-0.470720168
Rik83O3m,-0.463027505,0.167418063,-0.531200744,-0.04656402,-0.427427557
S3PCzDzO,-0.291500735,0.035388201,0.393960648,-0.859679875,0.559943872
S77BviOJ,-0.526449637,0.19018794,-0.887068774,-0.149977011,0.101526408
SDdvtktF,-0.27514022,-0.06910603,-0.735533214,-0.215741049,-0.901434158
SHs1AyfM,-0.332643449,0.083222556,-0.172964815,0.02704935,1.125145632
SO4zQy9k,-0.319531036,-0.092228911,-0.2465893,-0.519444088,0.086342157
SOOBCoiG,-0.528743707,0.063453375,0.002094903,-0.363924311,0.380887586
SXkkPB7A,-0.791206842,-0.111821575,0.692946886,-0.59419891,1.2750496
Sa93dGqq,-0.778714615,0.050215083,-1.64293232,0.759909079,0.472945066
SonIG72a,-0.644202222,-0.094700057,-0.457542902,-0.246559133,-0.173387013
Suf6hIBc,-0.232387269,-0.087816145,0.092773395,-0.43248557,0.529089352
Sx2JeSRz,-0.021771861,0.061688267,0.576458554,0.517223204,-0.994487859
T1Tlftr4,-0.442861319,-0.110762514,0.626095741,-1.011688384,1.286887618
T7ulR4ci,-0.176431788,0.108640071,-0.148155525,-0.569690271,0.989623188
TA1NB3Br,-0.246334238,-0.087992657,0.257985583,-0.489736566,0.331497632
TFZUskaK,0.09915274,0.140411962,0.163973357,-0.040404188,-1.185793485
TNL8HGWZ,-0.25236408,0.113052827,0.418349778,-0.384573986,-1.356376896
TZ8z1GSF,-0.077833457,-0.069459049,-0.564771931,-0.206809218,0.166718504
TqhRvkJJ,2.179777108,0.094342712,1.498102069,-1.027605309,-0.25248464
TtJCUiY4,-0.830444267,-0.111115537,0.521372682,-0.973753872,1.787681635
TwDq0lua,0.629388753,0.061688267,1.519784508,-0.206572005,-1.357099513
Tzyf02sI,-0.527821383,0.062041291,0.619732734,-0.717468465,0.815451806
U3yI6ZS5,2.746469621,0.158592551,1.953250353,1.178650812,-0.500473716
UBLnXZAN,-0.358592039,0.077397705,-1.919531982,2.024589766,-0.529018075
UBWDzleg,-0.326851789,-0.09593563,-0.63043668,-0.098362097,-0.975673242
UBqkX6SY,1.450671909,-0.073165772,1.907307099,-0.064737654,-0.906955062
UCIAi1Aj,-0.970936951,0.145530765,-1.377430653,-0.404171443,-0.245180051
UPbXGvCS,-0.157019826,0.105462878,0.55820398,-0.12404369,-1.39233144
UeWm1l9F,-0.281185412,-0.088875206,-1.708215522,1.570156428,-0.644691797
UhucscY7,-0.873694643,0.080927912,-0.531333119,-0.832674356,-0.266740588
Uri1SvHV,-0.070418509,0.106345427,0.605180359,-0.043897585,-1.448944803
UzxipGJS,-0.428049087,-0.058162376,-0.214830393,-0.40362051,0.803216319
V74zfaAQ,-0.184284499,0.110581681,0.342243839,0.118382975,-0.964488266
VBPxBLTh,1.594028002,0.17200735,1.879432534,0.653443195,-0.427603001
VLG7CXYS,-0.244704536,-0.053926122,0.088710388,-0.307730438,0.852057624
VNk52SpF,-0.216869526,0.045802321,-1.447157244,1.743745732,-1.044253574
VOREKsok,-0.627230525,-0.059397949,-0.557039482,-0.842319883,1.659334285
VRhTr5pX,-0.410662488,-0.062222119,-0.300552421,-0.860405885,0.065637479
VTcG4Kcw,-0.451809237,-0.111292049,0.859459915,-0.424290978,0.906579671
VeKiWSbS,-0.235162484,-0.089051718,0.271831257,-0.440005415,0.288757398
VnU8nJHU,-0.436863778,0.173595947,-0.258533645,-0.391020312,-0.058085698
VueNCxYv,-0.620492435,0.093813186,-0.545152539,-0.635601199,0.581169773
VxuQTRUl,-0.628509404,0.175184543,-0.583121958,-0.733640103,-0.421791343
W5lgaocA,1.175409844,0.09893199,2.013523998,-0.79523119,0.52275344
W5mMq9Ef,-0.417576418,-0.092405423,-1.46505358,0.559931967,-0.257077799
WDhNqFpS,0.115073051,0.13158644,-0.379379868,1.2962282,-1.112910904
WE6n1kZi,-0.426989198,-0.094347033,-2.225015816,1.021253551,-0.533250376
WFk6r3vA,-0.400350581,0.173595947,-0.678396592,-0.312208942,-0.349930016
WFyIrsUR,-0.472446483,0.038741903,0.05992667,0.24804163,-1.289799377
WG6ZAsqR,-0.678150255,-0.057985865,-0.778455574,-0.849297769,1.016839821
WMq3CZQk,-0.39153398,-0.09981886,-0.81268334,-0.200418873,-1.511917021
WRskmGjh,-0.415470622,0.162475772,-0.578657906,-0.93873193,-0.780681346
WXijSglj,-0.224795637,-0.074048327,-0.894353284,-0.062990806,-0.863166463
Wc0stQgu,-0.332626548,-0.096641667,-1.328426066,0.652703798,-1.132231236
WewoSCUB,-0.480649043,-0.068753007,-1.132404973,-0.420224107,0.114638949
WuHuhHWJ,0.011415322,0.102638708,0.428928903,-0.586628532,0.962164935
Wv7EBtZb,1.254658345,0.155944893,1.607469673,0.171770376,-0.291387141
WyPlxDn0,-0.475518643,-0.092758437,-0.245043055,-0.465949838,0.583983242
X3WqoSNN,2.220652065,0.15841603,1.506551044,0.804269179,-0.869713335
XDhyP9KB,-0.562755459,0.182068455,-0.747605386,-0.035512152,-0.495981506
XQxhDRMG,-0.902259434,0.058511079,-1.888675089,0.040580792,0.670207543
XjLNAwxW,-0.034253977,0.13158644,-0.166088807,0.017255257,-1.046427263
XjfVQbXd,0.684323734,-0.075460406,1.397579373,-0.348431767,-0.653717055
Xovczbf6,-0.676826689,-0.055514719,-0.766116072,-0.877745021,1.639985754
Y8H4onBf,-0.706292278,-0.069635561,-0.442276776,-0.513834481,0.581643975
Y8YgzSZ9,1.615746442,0.163358321,1.771000163,0.38246187,0.253432641
YC4PNV20,-0.549904333,0.130527369,-0.28555727,-0.254736494,0.971236002
YDHSCRdd,3.669303399,0.152238165,2.259950901,2.172500111,-0.557077255
YIJ87aME,-0.419749942,0.013677406,-0.64624148,-0.566971769,0.573032949
YKvT4dFv,-0.142766999,-0.074048327,-0.467022803,0.183323923,-0.171130275
YNebALR2,-0.617702329,0.073690987,-1.404169223,-0.81211794,0.217946598
YNrnqFyb,-0.235126949,0.009088133,-0.083328675,-0.36046653,0.314141892
YUZ4lR3m,-0.53490774,0.077750729,-0.119689517,-0.221226613,0.701146174
YYLvjoVC,0.036088372,0.074573536,0.504058264,-0.216839137,0.471037556
Yb8OtMb2,0.215192329,0.108640071,1.075012091,0.068418958,-1.26593553
Ycg4lTYw,-0.037451422,0.054980867,-1.09767456,0.598718699,-1.124636365
Yfk6tekH,0.000514156,0.094519224,1.513301799,-0.180409036,-0.750587692
YoSfgmR6,-0.569687398,0.180479859,-0.613404968,-0.328374527,-0.186172832
YpzFvexy,-0.33298243,-0.091875887,-1.097798434,0.295848415,-0.362474089
Yxqppfa3,-0.165824706,-0.056397273,0.291575938,0.105288924,-0.430508229
Z16jTUvP,-0.2949471,-0.077402026,-0.864940788,0.246488648,-0.444816232
Z2BdCCbJ,-0.271895508,-0.057279822,0.193719432,-0.632067428,0.968867705
Z2JJMM6V,-0.572856894,0.086046725,-0.264451356,-0.197456909,0.64718925
Z5jE1OB5,-0.276435583,-0.057279822,0.535434246,-0.263018412,0.392638932
ZFsIqYxA,-0.52849325,0.079162814,-0.316342033,-0.096927954,0.261162828
ZHDVsoRh,-0.286389581,-0.071577176,-0.626854923,-0.078493071,-0.497268196
ZSmfu2Fc,-0.725200668,-0.099465837,-0.091825514,-0.273657437,-0.869315088
ZU8YXF3H,-0.668991605,-0.053926122,-0.663569092,-0.97380859,1.320417273
ZXKaNy6Z,-0.505979278,0.082163485,-1.180853949,-0.128074855,1.16299038
ZbYLo0zK,-0.347722163,0.070513794,-0.209604249,-0.303694703,0.736525922
ZedN8Gcn,-0.73936656,-0.057279822,-0.035698789,-0.481420118,-0.039297206
ZgD4Dau6,-0.278764746,-0.058868419,0.132310411,-0.807580354,-0.880756944
Zgzf79LA,-0.549022853,-0.064869776,-1.177927729,-0.178008215,0.055150384
ZjqzxDOF,0.115311201,0.09804944,1.265434579,-0.581548526,0.190617214
ZsZ5aDpq,-0.016994691,-0.051631488,0.621793023,1.105849403,-0.994388216
ZtyqE7If,-0.304620047,-0.059221442,0.145513497,-0.059550535,-1.262712404
ZvUgz01f,-0.295152103,-0.111468552,0.863008,-1.308513265,1.186607387
ZwrhgdQV,0.389266111,-0.060633527,1.714975646,0.575659521,-0.548583797
a7bhJGBU,1.920999846,0.163358321,1.704061258,0.414045086,-0.278913279
aHpv6KzP,3.14753387,0.154885823,2.164441619,1.000155735,-0.359872692
aINzEBVN,-0.537147402,-0.064163734,-0.905880151,-0.046261064,-1.042378023
aP9EtTGF,2.692626856,-0.073518791,2.023408423,-0.412301654,-0.784363978
aV6EhtSL,-0.49072177,0.167418063,-0.438010393,-0.360288093,-0.228036731
aVZsXKoH,1.698524522,-0.073165772,1.792707872,-0.543952316,-0.79852118
aYVnVJvc,-0.034472256,0.106168925,0.658398595,0.784281428,-1.378155416
abCzN1zx,-0.5574474,-0.092934948,-1.759076583,0.610252199,-1.037069671
ae7sMiB4,-0.195565976,0.016501575,-0.140271476,-0.203069598,0.439998703
afsVuCGV,-0.724076917,-0.099465837,-0.25419085,-0.041491596,-0.680844993
aiwBQETI,0.021107092,0.107404498,0.565546267,-0.216342509,-1.155252613
aiyli4EI,1.487870065,-0.075989942,1.440883851,1.177050024,-0.540373412
apJ7NmzD,1.919949145,-0.073165772,2.049113695,0.019013254,-0.653900694
atVjNMtQ,-0.394551502,0.002027712,-1.229560453,1.90339893,-1.318085464
b5GirVGV,-0.409157963,-0.061163057,-0.115440845,-0.70552363,0.464866955
b9SpMjNB,-0.255099416,-0.0551617,-0.049365911,-0.30560032,0.857652279
bAFs37yy,-0.294900371,-0.052867061,-0.238456603,-1.017674765,1.141378622
bDia1hHV,-0.254563786,-0.053043573,0.158985816,0.04092408,-0.945228354
bFkv5Mtr,-0.471561193,0.062217802,-0.177877271,0.481235038,-0.669368854
bHe2IXgA,-0.008410677,0.056922482,-1.877198441,2.421302611,-0.761745187
bWX3vUm5,-0.059924573,0.106345427,0.617079456,0.193323863,-1.219029392
bat8tcGs,-0.066286413,-0.051101958,-0.080272974,0.15953174,-1.500852562
bfjej4wu,-0.631957749,0.055333891,-1.519304715,-0.514930575,-1.522783659
bh04YDiP,-0.067675295,-0.071400664,-0.205761271,0.000909209,-0.55369115
c110Fdc8,-0.251308652,-0.089051718,0.135042863,-0.399619248,-0.169643733
c32GUzMa,-0.966065972,0.061158736,-2.038395594,0.319932176,0.901627374
cT6uU0B0,-0.48368218,-0.074401345,-1.350354693,-0.338372119,0.936476383
cWXCiFwh,-0.599495733,0.189834916,-0.916363617,-0.629772983,-0.707418534
ceNvS3yd,-0.5132833,-0.09787725,-0.818780042,-0.043577071,-0.011697864
cmwdt4Av,1.470568828,0.153120724,1.723815946,0.269487428,-0.467680724
cn4EHsup,-0.61543954,-0.094523545,-1.973355603,-0.055866022,-0.212414798
crVOGGTT,-0.364784768,0.011206259,-0.092635379,-0.560400147,1.689044262
csPEJ1E5,-0.735866006,0.208015486,-0.508361325,-0.266418578,-0.288814831
d0UrRtMk,-0.36470123,0.101050112,-0.704844882,-0.362609073,1.364503809
d6LU4G4I,-0.710788993,0.145530765,-1.217618619,0.368819164,-0.260640911
d74T1DVv,-0.548430831,-0.092405423,-0.945474659,1.110814403,-0.977240567
dR6rM1tQ,0.05887027,-0.057985865,0.226273545,0.194930879,-1.333043178
dUNxOoqg,-0.582083249,0.059393633,-1.461442628,-0.286158669,-1.427933035
dUnlyhj7,0.717344185,0.09610782,0.998168022,-0.79802187,-0.24261972
dVDlnZQ6,-0.253782165,0.057805036,-1.325050748,0.433756658,-1.151453938
dVT26GDu,-0.412959359,0.01155928,-0.140297563,-0.364520266,1.365016206
de43ycXY,-0.28046902,0.099285013,0.820290589,-0.928102713,0.072811259
dfIn7m9z,-0.195891671,-0.071400664,-0.560258871,-0.33916225,-0.564888148
dhmb9ZY9,3.394654349,0.152061653,2.097530883,1.074062618,-0.64526354
dn8kCuyf,-0.348188527,0.079515828,-0.553556338,-0.017158482,0.913347196
dpcquvWW,-0.414201241,-0.057279822,-0.230962756,-0.469292814,0.217739607
dqcbIMyr,-0.74801485,0.055686909,-1.715795946,-0.760561221,-0.371591001
drWgsBf5,-0.43970592,0.099461525,-0.160308437,0.015364599,-0.566008825
dytx0HSe,-0.751359176,-0.05904493,-1.098471037,-0.85239488,1.33291572
e4KkkIha,2.080235228,-0.072812749,2.200121831,-0.586496503,-0.739484418
e9YorH4m,-0.103536789,0.099814539,0.886695687,-0.8412308,0.525934425
eB9gVQ0R,-0.999813315,-0.111115537,0.473816008,-0.935591767,1.644263804
eMhLFqU6,-0.85772276,0.065041967,-1.682990602,-0.093068482,-0.003700749
eMllg1qm,0.283161471,-0.077755045,0.831719243,-0.208531305,-0.404714628
eNPunZ9i,-0.819104488,0.065041967,-1.925137752,0.739442443,0.277341561
eS5BSM4J,-0.160652234,0.099814539,-0.406553223,-0.50347537,1.165934464
eVGMFoOI,-0.273082441,0.099814539,0.697577616,-0.670777935,0.600803505
eaIwb3rG,-0.699785138,-0.111468552,1.120324816,-0.278631805,1.504854308
eyzw8Vis,-0.981567887,-0.110939026,-0.152619425,-0.765642197,1.51142115
f04Ke2bN,-0.234194887,-0.091875887,-1.104822917,0.363880332,0.032247203
f4GA0te1,-0.361102417,-0.08834568,-0.425751065,-0.79267195,-0.25603408
f7bd91h5,-0.167653498,0.108640071,-0.015625071,-0.37705127,1.16544259
fB7z9ndr,-0.978388503,-0.11040949,0.508028301,-0.6338871,1.775054896
fEe7AWFA,-0.178765868,-0.053043573,0.361091059,0.091579523,-1.06028905
fJJIbgY9,0.328647752,-0.075636918,1.369318582,-0.549153919,-0.760264335
fQBURMvg,-0.282971491,-0.057103315,0.141551135,-0.651971162,0.973660028
fS0HpOub,-0.369789248,-0.057985865,0.091818693,-0.520303764,0.646020209
fTDXauuk,0.229254723,0.094519224,1.607794233,-0.339439825,-0.85459347
favPNA2N,-0.73268785,0.06486546,-1.472681738,0.812274203,0.988835521
g3Fv0U4k,-0.262631038,0.077397705,-1.194096962,0.72064803,-0.421262631
g5PKo2E2,0.589476496,0.061864779,1.58779218,-0.37735605,-1.152983258
gbjnD5fe,-0.312065015,-0.077225515,-0.995985924,-0.790586351,0.304395495
ge9zqXCv,-0.37357909,-0.0551617,-0.297998138,0.762865655,-0.796444857
geeqJpSE,-0.528478851,-0.089051718,0.044477401,-0.731051756,0.550455155
gqy1J2RS,0.572844713,0.061864779,0.792976746,-0.372031811,-1.397823042
grlUtS3H,-0.15550702,-0.070871134,-0.186222739,0.606560849,-0.96712318
gx965KYj,-0.120747038,0.017207616,0.05147426,0.147538899,0.139719834
h3F08Vjm,-0.641000465,0.061688267,0.349500071,-0.63022499,0.50714126
h6FQG8Iy,-0.439952847,-0.111468552,1.007554562,-0.834163244,1.616568682
h7ftM8b3,1.89982275,-0.073518791,2.094563101,-0.400806428,-0.958116208
hLrCHXZv,-0.012509204,0.110228667,0.929278809,0.080461084,-1.120506653
hQ6VBuFx,-0.918649268,-0.111115537,0.460981046,-0.628206479,1.632103726
hYoR2y7w,-0.277448108,-0.055867742,-0.564673251,0.040288614,-1.243660607
hf65yZkM,0.1027951,-0.051631488,0.734239827,1.316062425,-0.790551439
hjuwe1x4,-0.341899949,0.155062334,-0.097762132,-0.599959162,0.197235635
hyINlsFR,-1.301365203,-0.111645063,-0.504393622,-0.126531149,1.492171165
i0Qlm9Bv,0.07967543,0.092930627,0.561646063,-0.563836811,0.82447073
i1VxfxMb,-0.096564854,0.092930627,0.316091942,-0.615649917,1.019814443
i2l6jXNP,-0.339311982,-0.096465165,-0.611364901,-0.581638901,-0.064319887
i4FgPZv7,-0.631767301,-0.0551617,-0.197665306,-1.085002174,1.360927466
i7XtIkSi,-0.282099112,0.006970006,-0.245929661,-0.0674989,0.362574491
i9z346Ut,-0.09414507,-0.09399401,-0.999143107,0.889155027,-0.186410668
iDOat4cZ,1.985652099,-0.07581343,1.908598549,-0.485556298,-0.691774834
iNv6RoSO,-0.117969452,-0.092758437,-0.262904846,-0.037422054,-0.217360067
iSL9NYzy,3.361721376,0.157356978,2.090880667,1.785821834,-0.727418267
iSqVc1r8,-0.40008899,0.099285013,0.616805083,-0.658680786,0.09744038
iYZMftt6,-0.577080025,-0.053749615,-0.176791802,-0.252560744,-0.98945004
ieTPaa3c,-0.247317865,-0.068399988,-0.90189443,-0.042947701,-0.019324288
if7BmzU0,-0.536064658,-0.087992657,-0.154100455,-0.717089098,0.626794904
ihNz5bmx,-0.204269321,-0.093817507,-0.033549884,-0.297988001,-0.589860411
ikJXKdIN,-0.346478859,-0.066105349,-0.901555801,-0.365285085,0.522370887
iq2kxikN,-0.214237424,0.112699813,0.305848823,-0.037249113,-1.35938965
iuZEDJK7,-0.558774017,-0.087639633,-0.224996693,-0.731708868,0.522904511
iyF8gVT7,-1.092243846,-0.111115537,0.141370444,-0.844213088,1.597253038
j06qdQ0V,-0.442900678,-0.062575142,-0.019643797,-0.279796524,0.148312672
j7hl8svO,-0.419525017,0.140941497,-0.035875039,-0.189178196,-0.920685518
j8hMoJUN,-0.251622979,-0.065046288,-1.216208809,-0.334077874,-0.258449193
jNaFasbV,-0.547133532,-0.080932233,-0.83799983,-0.057617184,-1.023489941
jVVHeYHT,-0.43950789,0.035917731,0.041934422,-0.623936375,0.820760667
jXm4ySvK,-0.290881963,-0.053043573,-0.045385634,-0.528777929,0.517957458
juO5ii5l,-0.208541267,0.02497408,0.088010477,-0.626306068,0.396709311
k2hdEBsU,-0.368969774,0.10281522,-0.652233993,-0.5196054,1.26978824
k3ynMfhN,0.581152716,0.092754125,1.209911726,-0.550952564,0.28308543
k9C9yBtr,-0.005998843,0.105462878,0.735880027,0.260295484,-1.281150538
kAKRvcRo,-0.352753393,0.038565391,-0.733368057,0.269340393,-1.264548735
kBi3R2oC,-0.051199196,0.005557922,-0.007672932,-0.527180918,0.266730792
kDWmnsXe,-0.045671,0.124526016,0.621700012,-0.725595653,-0.067032547
kSGBd2Vh,-0.37819512,-0.087639633,-0.125130729,-0.718130791,0.509726235
kT0miHPT,-0.216302916,-0.057279822,-0.176533107,-0.656791104,-0.029473957
kaW0TfRn,-0.524433316,-0.073518791,-0.653261553,-0.757045878,-0.141761835
kmg3SowO,-0.403882134,-0.093464484,-1.516702258,0.825174096,-0.480941845
kpxKSlnF,2.442211961,0.160004626,1.730993607,0.288500364,0.100975849
ku2cn1MV,0.125833018,0.066630563,1.928231953,-0.078876528,0.625382383
l1su5HU9,-0.444075725,0.011206259,-0.263870967,-0.4303457,1.000658453
l8Tg2RvD,-0.561845736,0.03891841,0.527965094,-0.456422353,0.90055352
lB6NsVOc,-0.426085052,0.063453375,-0.214684798,-0.549455102,0.284636024
lEcdVyKk,-0.570405389,-0.053926122,-0.378612809,-0.59357844,0.844564806
lH4TasGl,-0.048130042,0.100520586,1.277470364,-0.454519247,-0.727822493
lO9aggHW,-0.152815291,0.155062334,-0.112613541,0.361331431,-0.157607696
lW3m9Vzu,-0.478726656,0.076868175,-0.160271858,-0.411436767,0.228102837
lYLseGDP,0.153377053,0.073161451,0.486827252,-0.379336236,0.657710574
lcOnCdZi,-0.102657284,0.100520586,1.043893819,-0.557919191,-0.521212406
le9YGwON,-0.089185413,0.008911622,0.476004097,-0.242748789,0.603846284
llMvu3TX,2.541352443,-0.074577857,1.737553738,-1.204885917,-0.443719547
lnHh2jFO,-0.275855719,0.09893199,1.106619947,-0.709601314,0.273697768
m07CVXd4,-0.93298256,-0.11040949,0.806542211,-1.215475683,1.97773609
m1lPk91z,-0.257918439,0.096460844,0.279652019,-0.454962537,1.145620727
m9IQdmwa,-0.329906931,-0.061163057,-0.097797883,-0.599090549,0.692872332
mG9BRy5x,-0.667864166,0.191953038,-0.759714284,0.12137681,0.51543576
mVHXnama,-0.411132308,-0.064163734,-0.893161967,-0.012794929,-0.987434468
mXyrR6nU,-0.52376102,0.076162133,-0.911685434,-0.043121787,1.505658155
mbzNdxNc,-0.369379718,-0.096112141,-0.050824885,0.315100324,-0.526916424
mntH7g3L,-0.430868366,0.095048759,0.512816038,-0.86928692,0.49755229
msRTXP3H,-0.160963573,-0.061163057,0.044454088,-0.414456647,0.272368156
mxBjvIPR,-0.581202153,-0.058162376,-0.204916257,-0.546340933,0.668263304
n8Opmfbz,1.632739455,0.09804944,2.412548212,-0.502641501,-0.163219063
nOkgU29Q,-0.661103178,0.056745975,-1.507434694,-0.445762394,-1.702663761
nhttf7VM,0.013818787,0.067866136,0.665732443,-0.303883091,0.531449471
njLbXYa3,-0.43865264,-0.057279822,-0.132976031,-0.71455603,-0.450408676
nwkIpzmh,0.524388307,0.035917731,1.137620655,-0.431336481,0.261551251
nzB1R9Zg,-0.044941302,0.097519905,0.986815081,-0.645039872,0.173548801
o1rZRI84,-0.785261791,0.08357557,-0.425517692,-1.133790368,-0.190793807
o7q5Mbty,-0.169140973,-0.053220085,0.28300688,0.243957144,-1.241101802
oCBvysqB,-0.658758531,0.180479859,-0.577176266,-0.788417327,-0.536073512
oDmycTPH,-0.469645359,-0.066105349,-0.546773836,-0.554331727,0.923018266
oFAXZvQv,-0.275276773,0.162475772,-0.573159495,-0.573084904,-0.384041218
oHE3M1zX,-0.376848929,-0.09787725,0.001703152,0.94934996,-0.291671059
oMhVmSpV,-0.225201168,0.204838312,-0.976452093,-0.871410232,-1.116496674
oNsDqVbi,-0.108810887,-0.075636918,1.277727852,-0.509543576,-0.45826895
oYAJqQk8,-0.356569354,-0.066105349,-0.355243056,-0.53149243,0.460889342
ob5Kb6dW,-0.520955101,-0.061339564,-0.51303792,-0.532474081,1.186705276
obnzqs79,-0.448520661,-0.069635561,-0.886495991,-0.21794738,-0.276804545
oncLcgRP,-0.091381809,-0.069635561,-0.466218485,-0.016719112,-0.448222508
ooWVYaAe,-0.362610071,0.057805036,-1.62451518,1.005596279,-1.249626702
osdyOUnV,-0.680781362,0.055686909,-1.83150333,0.431016293,-0.142826808
p7H9CzCv,-0.723002057,0.062217802,-1.952108591,-0.46322088,-1.093635998
p7U9hVhY,-0.43136495,-0.088875206,-0.336849331,-0.395315037,0.067106703
pE6Cf1RV,-0.516079242,-0.111292049,0.473442545,-0.69839928,1.034926556
pI7qzotI,-0.665485787,0.062041291,0.108349949,0.469798597,-1.160385432
pJrIA4sk,-0.362270598,-0.061339564,-0.393435915,-0.719767196,-0.215567355
pXne2CLZ,-0.392596413,-0.032215331,-0.432882283,0.96905234,-1.403461345
pZMcDIOS,-0.301354283,-0.061692588,-0.300477286,-0.780816844,0.793714211
pavfp3cc,0.023510438,0.142530093,0.582293341,-0.283985187,-0.70650261
pbQdC5L3,-0.744044771,0.140058938,-0.20478226,-0.53310138,0.289137849
pgj7aAFP,-0.324271094,-0.073518791,-0.446056878,-0.24211928,0.149602126
pxg8G3ed,-1.374254027,-0.111645063,-0.364953998,-0.846555613,1.630416262
q36Npk6l,-0.864388969,-0.06910603,-0.731881808,-0.663875449,0.988698062
q4aDOVvq,0.584068394,0.061688267,1.003696814,0.484082402,-1.383036568
qGmfR9CN,-0.403830739,0.059393633,-1.167150636,0.376298746,-1.220297732
qJ51ODpA,-0.215185942,-0.095229583,-1.46967987,0.8980515,-0.213530645
qQX3cs3I,-0.271128988,0.066807075,0.213283054,-0.917266726,0.491849202
qXeIxPb8,-0.390553885,-0.089757765,-0.171068624,-0.300434911,0.694843571
qYQ4MShM,0.212626397,0.140411962,0.134529813,0.723177527,-1.162506054
qa0etnhK,-0.22303721,0.102285685,0.01825654,0.441407359,-0.624804827
qbL4sboq,-0.800225018,0.077044687,-0.831890535,-0.562986428,0.859827683
qbYrsWHq,0.514967322,0.092930627,1.973836216,-0.130172547,-0.24796863
r1zmcUqQ,0.461421549,-0.11235111,1.256443835,-1.044409409,-0.618238919
r54iHeQC,-0.312939486,-0.087816145,-0.06755352,-0.586958781,0.428591539
r6xrAnQV,3.349770788,0.095931309,2.077322494,-0.276066462,0.228117851
r9HxnQDg,-0.245392627,0.096460844,0.490818483,-0.114053982,0.714355676
rG8Puuf9,0.708783334,0.154885823,1.282002407,0.397780499,-0.763357118
rGuiefuR,-0.260929223,-0.096994691,-0.24818236,-0.240154227,-1.251590998
rJ19OhGP,-0.548022439,-0.055514719,-0.318026284,-0.590210712,1.417017241
rOCYepHd,0.104925131,0.03944794,0.769411478,-0.778054606,0.40684342
rQJaOPFI,0.202624969,0.124526016,0.690003076,-0.715547396,0.114069553
rQhZtZeh,-0.327040343,-0.110762514,0.667010515,-0.866038438,1.252108442
rapmok0w,-0.54572564,-0.08834568,-2.146188344,0.452808214,-0.09260615
rgzfnPVu,-0.268424256,0.035388201,0.503646418,-0.682215158,0.736183021
ri4qhb1S,-0.380190519,0.084811143,-0.837685143,-0.363353666,1.023078231
rqpFYzff,-0.723733865,0.191953038,-0.751489803,-0.320049459,0.537837549
rrs22coX,-0.45962002,0.062217802,0.308489293,-0.068090365,0.734552802
sEeUCQLc,-0.665520431,-0.057103315,-0.78968275,-0.489165396,0.548442458
sHScwqQl,-0.913490933,-0.110939026,0.21042735,-1.152652144,1.963626661
sNC7DiAt,-0.584821223,0.130527369,-0.300917645,-0.455497921,0.972783508
sNK2TSs3,-0.671139463,0.062041291,0.548077925,-0.318931341,0.761961724
sO7Su6uw,-0.78606469,0.061158736,-2.228451791,-0.523801906,-0.279279764
sOWZx89o,-0.637900409,-0.092228911,-1.103694955,-0.846612195,0.395693531
sPbRcPjC,-0.081878182,-0.059221442,0.603036793,0.282408875,-1.100231653
scVUfTKI,0.602311252,0.061688267,0.372009652,2.013218127,-1.377104945
seRaGeVv,-0.369691151,0.084987655,-0.190946699,-0.141990933,1.043647654
sgtwiYWi,-0.41171598,-0.092405423,-1.448759313,0.098796801,-0.685188665
sjmLHcT6,-0.342945352,-0.068929518,-0.524211291,-0.282380022,0.090098
skZUZZGS,-0.597546765,0.156474419,-0.082267669,-0.664535017,0.607800179
suAmzADX,-0.166920678,0.002910264,-0.853670502,2.206039568,-0.659780153
t4GWLqlO,0.673497298,0.094342712,0.947162107,-0.464663048,-0.366931327
t7gy6Jyy,0.256071542,0.062041291,0.983659449,-1.462938936,0.134268239
tBadzH60,1.872058656,-0.073165772,2.12896367,-0.248079455,-0.407873342
tXUWm0hp,-0.119358876,-0.06910603,-0.298512642,0.5258994,-0.715761059
te6UPPxf,-0.481973442,0.177479168,-0.682127636,-0.649555756,-1.150846017
ti2lamkL,0.214855506,0.03944794,0.717042243,-0.33375319,0.273409023
tr0lpwuU,0.16409593,0.029033822,-1.011199978,2.263448189,-1.303816596
ttdB5C73,-0.438658194,0.083222556,-0.305632388,-0.008411622,0.926293392
twS8YZu9,-0.466397564,-0.050395915,-0.815151045,-1.085404276,-0.052164948
tx68W34H,-0.482462798,-0.080932233,-0.97050815,0.438212962,-0.847222806
tyQSX4mY,-0.234417107,0.027092207,0.073986714,-0.691251053,0.707926578
tylKCRc0,-0.415710035,-0.061339564,0.151058201,-0.598675238,0.458891433
u1544WUo,-0.524422719,0.077044687,-1.341604538,-0.056697831,0.973486619
uAw9an0d,0.154991537,0.074573536,0.578800433,-0.383436595,0.144820808
uLZAEXMG,2.359400449,-0.073518791,2.082709594,0.036125584,-0.868665039
uMwe1s7I,-0.490212855,0.033623095,-0.352832217,0.574012606,-1.006235752
ufhGeV3q,-0.540311803,0.131939454,-0.171811648,-0.519626383,0.169186
uhAeGBHo,-0.820917604,0.062217802,-2.184003597,-0.752472129,-1.214932134
